Date,Open,High,Low,Close,Adj_Close,Volume,Year,Month,Day,Weekday,Daily_Range,SMA_20,SMA_50,SMA_200,EMA_20,Daily_Return,Log_Return,Cumulative_Return,Rolling_Vol_20,Signal,Golden_Cross,Death_Cross
2018-02-02,41.5,41.7,40.025,40.125,37.5527,346375200,2018,2,2,Friday,1.675,43.3109,,,42.7943,-0.04339,-0.04436,-0.06827,0.210329,SELL,0,0
2018-02-05,39.775,40.97,39.0,39.1225,36.6144,290954000,2018,2,5,Monday,1.97,43.0795,,,42.4446,-0.024984,-0.025302,-0.091548,0.215368,SELL,0,0
2018-02-06,38.7075,40.93,38.5,40.7575,38.1446,272975200,2018,2,6,Tuesday,2.43,42.938,,,42.284,0.041792,0.040942,-0.053582,0.273155,SELL,0,0
2018-02-07,40.7725,40.85,39.7675,39.885,37.328,206434400,2018,2,7,Wednesday,1.0825,42.7531,,,42.0555,-0.021407,-0.02164,-0.073842,0.280317,SELL,0,0
2018-02-08,40.0725,40.25,38.7575,38.7875,36.3009,217562000,2018,2,8,Thursday,1.4925,42.5139,,,41.7442,-0.027517,-0.027902,-0.099327,0.291602,SELL,0,0
2018-02-09,39.2675,39.4725,37.56,39.1025,36.7449,282690400,2018,2,9,Friday,1.9125,42.278,,,41.4926,0.008121,0.008088,-0.092013,0.292984,SELL,0,0
2018-02-12,39.625,40.9725,39.3775,40.6775,38.225,243278000,2018,2,12,Monday,1.595,42.0982,,,41.415,0.040279,0.039489,-0.05544,0.331258,SELL,0,0
2018-02-13,40.4875,41.1875,40.4125,41.085,38.6079,130196800,2018,2,13,Tuesday,0.775,41.9501,,,41.3836,0.010018,0.009968,-0.045978,0.334932,SELL,0,0
2018-02-14,40.76,41.885,40.72,41.8425,39.3197,162579600,2018,2,14,Wednesday,1.165,41.8035,,,41.4273,0.018437,0.018269,-0.028388,0.336502,SELL,0,0
2018-02-15,42.4475,43.2725,42.25,43.2475,40.64,204588800,2018,2,15,Thursday,1.0225,41.7251,,,41.6006,0.033578,0.033027,0.004236,0.360854,SELL,0,0
2018-02-16,43.09,43.705,42.9425,43.1075,40.5084,160704400,2018,2,16,Friday,0.7625,41.6498,,,41.7442,-0.003237,-0.003242,0.000986,0.360749,SELL,0,0
2018-02-20,43.0125,43.565,42.855,42.9625,40.3722,135722000,2018,2,20,Tuesday,0.71,41.5854,,,41.8602,-0.003364,-0.003369,-0.002382,0.359965,SELL,0,0
2018-02-21,43.2075,43.53,42.7525,42.7675,40.1889,149886400,2018,2,21,Wednesday,0.7775,41.5108,,,41.9466,-0.004539,-0.004549,-0.00691,0.360106,SELL,0,0
2018-02-22,42.95,43.4875,42.9275,43.125,40.5249,123967600,2018,2,22,Thursday,0.56,41.4892,,,42.0588,0.008359,0.008324,0.001391,0.357483,SELL,0,0
