Date,Open,High,Low,Close,Adj_Close,Volume,Year,Month,Day,Weekday,Daily_Range,SMA_20,SMA_50,SMA_200,EMA_20,Daily_Return,Log_Return,Cumulative_Return,Rolling_Vol_20,Signal,Golden_Cross,Death_Cross
2020-06-15,69.4745,71.25,69.36,71.037,70.4547,30468000,2020,6,15,Monday,1.89,71.1332,67.0118,65.6586,70.6852,0.005535,0.005519,0.32383,0.218451,BUY,0,0
2020-06-16,72.45,72.8585,71.4495,72.3235,71.7307,30648000,2020,6,16,Tuesday,1.409,71.2864,67.3656,65.7216,70.8412,0.01811,0.017948,0.347805,0.224805,BUY,0,0
2020-06-17,72.647,73.11,71.7565,72.627,72.0316,30610000,2020,6,17,Wednesday,1.3535,71.4818,67.6349,65.7871,71.0113,0.004196,0.004188,0.35346,0.221705,BUY,0,0
2020-06-18,72.4925,72.6485,71.312,71.706,71.1182,34862000,2020,6,18,Thursday,1.3365,71.5442,67.8865,65.8533,71.0774,-0.012681,-0.012762,0.336297,0.211493,BUY,0,0
2020-06-19,72.0,72.225,70.95,71.232,70.6481,52784000,2020,6,19,Friday,1.275,71.5889,68.1041,65.9139,71.0921,-0.00661,-0.006632,0.327464,0.213025,BUY,0,0
2020-06-22,71.2505,72.5475,70.9595,72.533,71.9384,29442000,2020,6,22,Monday,1.588,71.6824,68.3482,65.9735,71.2294,0.018264,0.018099,0.351709,0.22167,BUY,0,0
2020-06-23,72.6,73.76,72.25,73.199,72.599,37752000,2020,6,23,Tuesday,1.51,71.789,68.6018,66.0379,71.417,0.009182,0.00914,0.36412,0.222894,BUY,0,0
2020-06-24,73.164,73.7895,71.5,71.635,71.0478,31592000,2020,6,24,Wednesday,2.2895,71.82,68.7692,66.0948,71.4377,-0.021366,-0.021598,0.334974,0.23729,BUY,0,0
2020-06-25,71.561,72.116,70.977,72.055,71.4644,23958000,2020,6,25,Thursday,1.139,71.8772,68.953,66.1536,71.4965,0.005863,0.005846,0.342801,0.237896,BUY,0,0
2020-06-26,71.6315,71.851,67.75,68.127,67.5686,97640000,2020,6,26,Friday,4.101,71.6997,69.0582,66.1893,71.1756,-0.054514,-0.056056,0.2696,0.305313,BUY,0,0
2020-06-29,68.017,69.9,67.5825,69.8585,69.2858,45074000,2020,6,29,Monday,2.3175,71.6054,69.1763,66.2298,71.0502,0.025416,0.025098,0.301868,0.320787,BUY,0,0
2020-06-30,69.844,71.2,69.3465,70.9025,70.3213,40286000,2020,6,30,Tuesday,1.8535,71.5448,69.3332,66.2743,71.0361,0.014944,0.014834,0.321323,0.325177,BUY,0,0
2020-07-01,70.9585,72.424,70.709,72.1,71.509,42182000,2020,7,1,Wednesday,1.715,71.5517,69.5631,66.3269,71.1374,0.016889,0.016748,0.343639,0.330982,BUY,0,0
2020-07-02,72.592,74.426,72.5535,73.4965,72.894,57218000,2020,7,2,Thursday,1.8725,71.6908,69.7746,66.3869,71.3621,0.019369,0.019184,0.369664,0.330678,BUY,0,0
2020-07-06,74.4075,75.5,73.849,74.9825,74.3679,44712000,2020,7,6,Monday,1.651,71.8398,70.0031,66.4537,71.7069,0.020219,0.020017,0.397357,0.332062,BUY,0,0
2020-07-07,74.8065,76.066,74.485,74.496,73.8853,42364000,2020,7,7,Tuesday,1.581,71.9445,70.2164,66.5165,71.9725,-0.006488,-0.006509,0.388291,0.333216,BUY,0,0
2020-07-08,75.04,75.5585,74.615,75.18,74.5637,31766000,2020,7,8,Wednesday,0.9435,72.0733,70.4491,66.5849,72.278,0.009182,0.00914,0.401038,0.33428,BUY,0,0
2020-07-09,75.4965,76.457,74.7795,75.933,75.3106,41836000,2020,7,9,Thursday,1.6775,72.2082,70.7352,66.6559,72.6261,0.010016,0.009966,0.415071,0.334666,BUY,0,0
2020-07-10,75.6625,77.067,75.036,76.9505,76.3197,35918000,2020,7,10,Friday,2.031,72.551,70.932,66.7361,73.0379,0.0134,0.013311,0.434033,0.291336,BUY,0,0
2020-07-13,77.497,78.818,75.328,75.6115,74.9917,42954000,2020,7,13,Monday,3.49,72.7993,71.0976,66.8026,73.283,-0.017401,-0.017554,0.409079,0.301485,BUY,0,0
2020-07-14,74.6395,76.14,74.2965,76.043,75.4197,38108000,2020,7,14,Tuesday,1.8435,73.0496,71.3011,66.8723,73.5459,0.005707,0.005691,0.417121,0.3015,BUY,0,0
2020-07-15,76.1615,76.8165,74.8915,75.844,75.2223,31026000,2020,7,15,Wednesday,1.925,73.2256,71.4951,66.945,73.7648,-0.002617,-0.00262,0.413412,0.297202,BUY,0,0
2020-07-16,75.075,75.7955,74.4135,75.746,75.1251,26484000,2020,7,16,Thursday,1.382,73.3816,71.661,67.0184,73.9535,-0.001292,-0.001293,0.411586,0.297437,BUY,0,0
2020-07-17,75.8455,76.1715,74.905,75.8425,75.2208,34264000,2020,7,17,Friday,1.2665,73.5884,71.8324,67.0962,74.1334,0.001274,0.001273,0.413385,0.29221,BUY,0,0
2020-07-20,75.75,78.4505,75.135,78.192,77.551,30166000,2020,7,20,Monday,3.3155,73.9364,72.027,67.1926,74.5199,0.030979,0.030509,0.45717,0.305999,BUY,0,0
2020-07-21,79.2515,79.3525,77.631,77.796,77.1583,27486000,2020,7,21,Tuesday,1.7215,74.1995,72.1985,67.2843,74.8319,-0.005064,-0.005077,0.449791,0.303632,BUY,0,0
2020-07-22,77.7855,78.349,77.1615,78.2425,77.6011,24482000,2020,7,22,Wednesday,1.1875,74.4517,72.3598,67.3727,75.1567,0.005739,0.005723,0.458111,0.303051,BUY,0,0
2020-07-23,78.2965,78.5175,75.4295,75.8375,75.2159,33910000,2020,7,23,Thursday,3.088,74.6618,72.5014,67.4499,75.2216,-0.030738,-0.03122,0.413292,0.314852,BUY,0,0
2020-07-24,74.9595,75.7715,74.3795,75.4105,74.7924,29902000,2020,7,24,Friday,1.392,74.8296,72.6612,67.5294,75.2396,-0.00563,-0.005646,0.405335,0.316127,BUY,0,0
2020-07-27,75.663,76.878,75.6165,76.4715,75.8446,27124000,2020,7,27,Monday,1.2615,75.2468,72.8338,67.6111,75.3569,0.01407,0.013972,0.425108,0.235659,BUY,0,0
2020-07-28,76.25,76.3005,75.026,75.1825,74.5662,30910000,2020,7,28,Tuesday,1.2745,75.513,72.9644,67.6847,75.3403,-0.016856,-0.017,0.401086,0.236992,BUY,0,0
2020-07-29,75.25,76.6665,75.1505,76.1755,75.5511,22676000,2020,7,29,Wednesday,1.516,75.7767,73.1027,67.7616,75.4198,0.013208,0.013121,0.419592,0.235986,BUY,0,0
2020-07-30,74.8985,77.0445,74.7585,76.9185,76.288,36042000,2020,7,30,Thursday,2.286,76.0176,73.2667,67.8418,75.5626,0.009754,0.009707,0.433438,0.232022,BUY,0,0
2020-07-31,74.8525,75.251,72.7,74.3975,73.7876,91468000,2020,7,31,Friday,2.551,76.0626,73.3455,67.9032,75.4516,-0.032775,-0.033324,0.386457,0.256758,BUY,0,0
2020-08-03,74.55,74.8865,73.586,74.138,73.5303,45482000,2020,8,3,Monday,1.3005,76.0204,73.4215,67.9632,75.3265,-0.003488,-0.003494,0.381622,0.246481,BUY,0,0
2020-08-04,74.3355,74.6555,73.2015,73.665,73.0611,37212000,2020,8,4,Tuesday,1.454,75.9789,73.4816,68.0183,75.1683,-0.00638,-0.0064,0.372807,0.246446,BUY,0,0
2020-08-05,73.841,74.5,73.561,73.9545,73.3483,29134000,2020,8,5,Wednesday,0.939,75.9176,73.5393,68.0769,75.0527,0.00393,0.003922,0.378202,0.244422,BUY,0,0
