Date,Open,High,Low,Close,Adj_Close,Volume,Year,Month,Day,Weekday,Daily_Range,SMA_20,SMA_50,SMA_200,EMA_20,Daily_Return,Log_Return,Cumulative_Return,Rolling_Vol_20,Signal,Golden_Cross,Death_Cross
2018-08-14,108.56,109.75,108.04,109.56,101.4457,16788300,2018,8,14,Tuesday,1.71,107.7915,103.8316,,107.4247,0.012476,0.012399,0.274689,0.197314,BUY,0,0
2018-08-15,108.49,108.99,106.82,107.66,100.07,29982800,2018,8,15,Wednesday,2.17,107.9185,103.941,,107.4471,-0.017342,-0.017494,0.252584,0.206129,BUY,0,0
2018-08-16,108.3,108.86,107.3,107.64,100.0514,21384300,2018,8,16,Thursday,1.56,108.0805,104.044,,107.4655,-0.000186,-0.000186,0.252351,0.203992,BUY,0,0
2018-08-17,107.36,107.9,106.69,107.58,99.9957,18061500,2018,8,17,Friday,1.21,108.146,104.178,,107.4764,-0.000557,-0.000558,0.251653,0.194738,BUY,0,0
2018-08-20,107.51,107.9,106.48,106.87,99.3357,17914200,2018,8,20,Monday,1.42,108.091,104.2828,,107.4186,-0.0066,-0.006622,0.243392,0.187558,BUY,0,0
2018-08-21,106.92,107.35,105.85,105.98,98.5085,22881900,2018,8,21,Tuesday,1.5,108.007,104.3814,,107.2816,-0.008328,-0.008363,0.233037,0.189484,BUY,0,0
2018-08-22,105.85,107.34,105.78,107.06,99.5123,18000600,2018,8,22,Wednesday,1.56,107.8185,104.4964,,107.2605,0.010191,0.010139,0.245603,0.158649,BUY,0,0
2018-08-23,107.15,108.18,106.87,107.56,99.9771,18167700,2018,8,23,Thursday,1.31,107.7155,104.6306,,107.289,0.00467,0.004659,0.25142,0.156243,BUY,0,0
2018-08-24,107.67,108.56,107.56,108.4,100.7579,17234000,2018,8,24,Friday,1.0,107.7515,104.7702,,107.3948,0.00781,0.007779,0.261194,0.145758,BUY,0,0
2018-08-27,109.27,109.64,108.51,109.6,101.8733,19662300,2018,8,27,Monday,1.13,107.963,104.9596,,107.6048,0.01107,0.011009,0.275155,0.125473,BUY,0,0
2018-08-28,109.94,110.5,109.79,110.26,102.4867,19151500,2018,8,28,Tuesday,0.71,108.172,105.1476,,107.8577,0.006022,0.006004,0.282834,0.12514,BUY,0,0
2018-08-29,110.45,112.03,110.27,112.02,104.1227,20818000,2018,8,29,Wednesday,1.76,108.459,105.3708,,108.2541,0.015962,0.015836,0.303311,0.134638,BUY,0,0
2018-08-30,111.67,112.61,111.44,111.95,104.0576,22798700,2018,8,30,Thursday,1.17,108.678,105.5724,,108.6061,-0.000625,-0.000625,0.302496,0.130283,BUY,0,0
2018-08-31,111.69,112.78,111.52,112.33,104.4108,23222700,2018,8,31,Friday,1.26,108.8925,105.7962,,108.9608,0.003394,0.003389,0.306917,0.130096,BUY,0,0
2018-09-04,110.85,111.96,110.22,111.71,103.8345,22634600,2018,9,4,Tuesday,1.74,109.0715,106.0222,,109.2226,-0.005519,-0.005535,0.299704,0.132766,BUY,0,0
2018-09-05,111.01,111.42,108.1,108.49,100.8415,32872400,2018,9,5,Wednesday,3.32,109.052,106.2242,,109.1528,-0.028825,-0.029248,0.26224,0.169524,BUY,0,0
2018-09-06,108.25,108.99,107.51,108.74,101.0739,23477600,2018,9,6,Thursday,1.48,109.0145,106.4174,,109.1135,0.002304,0.002302,0.265148,0.168447,BUY,0,0
2018-09-07,108.23,108.72,107.23,108.21,100.5812,22498600,2018,9,7,Friday,1.49,108.9415,106.6308,,109.0275,-0.004874,-0.004886,0.258982,0.169043,BUY,0,0
2018-09-10,108.84,109.64,108.36,109.38,101.6688,20727900,2018,9,10,Monday,1.28,108.9605,106.8458,,109.061,0.010812,0.010754,0.272594,0.172387,BUY,0,0
2018-09-11,108.9,111.59,108.89,111.24,103.3976,24301800,2018,9,11,Tuesday,2.7,109.112,107.0984,,109.2686,0.017005,0.016862,0.294235,0.179771,BUY,0,0
2018-09-12,111.43,111.85,110.51,111.71,103.8345,18891100,2018,9,12,Wednesday,1.34,109.2195,107.3324,,109.5011,0.004225,0.004216,0.299703,0.175387,BUY,0,0
2018-09-13,112.12,113.73,112.12,112.91,104.9499,26055600,2018,9,13,Thursday,1.61,109.482,107.6096,,109.8257,0.010742,0.010685,0.313664,0.164352,BUY,0,0
2018-09-14,113.36,113.73,112.44,113.37,105.3775,19122300,2018,9,14,Friday,1.29,109.7685,107.8818,,110.1633,0.004074,0.004066,0.319016,0.164147,BUY,0,0
2018-09-17,113.69,113.7,111.86,112.14,104.2342,20736500,2018,9,17,Monday,1.84,109.9965,108.1014,,110.3515,-0.010849,-0.010909,0.304706,0.170745,BUY,0,0
2018-09-18,112.19,113.7,111.72,113.21,105.2288,22170900,2018,9,18,Tuesday,1.98,110.3135,108.3286,,110.6238,0.009542,0.009496,0.317155,0.169403,BUY,0,0
2018-09-19,113.05,113.32,111.04,111.7,103.8252,21728400,2018,9,19,Wednesday,2.28,110.5995,108.5202,,110.7263,-0.013338,-0.013428,0.299587,0.174675,BUY,0,0
2018-09-20,112.28,113.8,111.93,113.57,105.5634,23714500,2018,9,20,Thursday,1.87,110.925,108.752,,110.9971,0.016741,0.016603,0.321344,0.179875,BUY,0,0
2018-09-21,114.0,115.29,113.51,114.26,106.2047,71229700,2018,9,21,Friday,1.78,111.26,108.9534,,111.3079,0.006076,0.006057,0.329372,0.180116,BUY,0,0
2018-09-24,113.03,114.9,112.22,114.67,106.5858,27334500,2018,9,24,Monday,2.68,111.5735,109.1382,,111.6281,0.003588,0.003582,0.334142,0.179269,BUY,0,0
