Date,Open,High,Low,Close,Adj_Close,Volume,Year,Month,Day,Weekday,Daily_Range
2022-09-08,108.04,109.6,107.16,108.38,107.4916,24238300,2022,9,8,Thursday,2.44
2022-09-09,109.07,110.99,109.02,110.65,109.743,23197700,2022,9,9,Friday,1.97
2022-09-12,110.99,111.62,109.93,110.86,109.9513,22966800,2022,9,12,Monday,1.69
2022-09-13,107.8,108.3,104.09,104.32,103.4649,38172900,2022,9,13,Tuesday,4.21
2022-09-14,104.57,105.28,103.66,105.0,104.1393,26395100,2022,9,14,Wednesday,1.62
2022-09-15,104.03,105.27,102.35,102.91,102.0664,34188300,2022,9,15,Thursday,2.92
2022-09-16,102.07,103.13,100.94,102.8,101.9573,42797200,2022,9,16,Friday,2.19
2022-09-19,101.75,103.33,101.55,103.07,102.2251,23036800,2022,9,19,Monday,1.78
2022-09-20,102.08,102.37,100.52,101.14,100.3109,26517100,2022,9,20,Tuesday,1.85
2022-09-21,101.67,102.88,99.27,99.28,98.4662,31487300,2022,9,21,Wednesday,3.61
2022-09-22,98.82,101.24,98.79,100.14,99.3191,34298600,2022,9,22,Thursday,2.45
2022-09-23,99.63,99.66,97.47,98.74,97.9306,31625400,2022,9,23,Friday,2.19
2022-09-26,98.1,99.88,97.8,98.17,97.3653,27072700,2022,9,26,Monday,2.08
2022-09-27,99.43,100.0,96.87,97.5,96.7008,30072800,2022,9,27,Tuesday,3.13
2022-09-28,97.65,100.7,97.11,100.05,99.2299,32466300,2022,9,28,Wednesday,3.59
2022-09-29,98.64,98.64,95.96,97.42,96.6214,31047200,2022,9,29,Thursday,2.68
2022-09-30,97.05,98.9,95.56,95.65,94.8659,32941500,2022,9,30,Friday,3.34
2022-10-03,96.76,99.29,96.52,98.64,97.8314,27982000,2022,10,3,Monday,2.77
2022-10-04,100.44,101.84,100.38,101.64,100.8068,28850800,2022,10,4,Tuesday,1.46
2022-10-05,99.83,101.93,98.8,101.43,100.5986,22176900,2022,10,5,Wednesday,3.13
2022-10-06,100.68,102.93,100.59,101.42,100.5886,22324000,2022,10,6,Thursday,2.34
2022-10-07,99.85,100.53,98.3,98.68,97.8711,27502800,2022,10,7,Friday,2.23
2022-10-10,99.0,99.1,97.01,97.86,97.0578,18225100,2022,10,10,Monday,2.09
2022-10-11,97.43,99.25,96.31,97.18,96.3834,26507100,2022,10,11,Tuesday,2.94
2022-10-12,97.3,98.75,96.74,97.56,96.7603,21876400,2022,10,12,Wednesday,2.01
2022-10-13,95.15,99.78,94.38,99.06,98.248,34574500,2022,10,13,Thursday,5.4
2022-10-14,99.99,100.69,96.37,96.56,95.7685,25410700,2022,10,14,Friday,4.32
2022-10-17,98.86,100.93,98.83,99.97,99.1505,28419200,2022,10,17,Monday,2.1
2022-10-18,103.13,103.47,99.97,100.77,99.944,24060700,2022,10,18,Tuesday,3.5
2022-10-19,100.01,101.02,98.92,99.63,98.8133,23811100,2022,10,19,Wednesday,2.1
2022-10-20,100.0,102.32,99.39,99.97,99.1505,25323200,2022,10,20,Thursday,2.93
2022-10-21,97.85,101.31,97.72,101.13,100.301,32458700,2022,10,21,Friday,3.59
2022-10-24,101.8,102.75,99.98,102.52,101.6796,27176400,2022,10,24,Monday,2.77
2022-10-25,102.9,104.82,102.72,104.48,103.6236,40611400,2022,10,25,Tuesday,2.1
2022-10-26,96.43,98.31,94.69,94.93,94.1518,88114100,2022,10,26,Wednesday,3.62
2022-10-27,94.52,95.43,91.8,92.22,91.4641,60710900,2022,10,27,Thursday,3.63
2022-10-28,92.27,96.55,92.13,96.29,95.5007,43697300,2022,10,28,Friday,4.42
2022-10-31,95.42,96.03,93.98,94.51,93.7353,31675000,2022,10,31,Monday,2.05
2022-11-01,95.45,96.03,90.37,90.47,89.7284,47161400,2022,11,1,Tuesday,5.66
2022-11-02,90.94,91.18,86.88,86.97,86.2571,57038300,2022,11,2,Wednesday,4.3
2022-11-03,86.32,86.52,83.34,83.43,82.7461,61288000,2022,11,3,Thursday,3.18
2022-11-04,85.4,86.64,83.71,86.58,85.8703,51124900,2022,11,4,Friday,2.93
2022-11-07,87.28,88.9,86.85,88.49,87.7646,34078900,2022,11,7,Monday,2.05
2022-11-08,88.9,90.32,87.59,88.9,88.1713,30429000,2022,11,8,Tuesday,2.73
2022-11-09,88.45,89.44,87.28,87.32,86.6042,31769100,2022,11,9,Wednesday,2.16
2022-11-10,92.25,94.39,91.61,93.94,93.1699,51620100,2022,11,10,Thursday,2.78
2022-11-11,94.69,96.93,93.92,96.41,95.6197,33090500,2022,11,11,Friday,3.01
2022-11-14,95.09,96.79,94.51,95.7,94.9155,30179500,2022,11,14,Monday,2.28
2022-11-15,98.26,100.14,96.71,98.44,97.6331,41640800,2022,11,15,Tuesday,3.43
2022-11-16,97.9,99.64,97.64,98.85,98.0397,29105200,2022,11,16,Wednesday,2.0
2022-11-17,96.97,99.28,96.79,98.36,97.5537,26052600,2022,11,17,Thursday,2.49
2022-11-18,98.77,98.9,96.37,97.43,96.6313,28342300,2022,11,18,Friday,2.53
2022-11-21,97.29,98.4,95.36,95.6,94.8163,21647400,2022,11,21,Monday,3.04
2022-11-22,95.95,97.22,94.05,97.05,96.2545,23438500,2022,11,22,Tuesday,3.17
2022-11-23,97.09,98.76,97.09,98.46,97.6529,18868100,2022,11,23,Wednesday,1.67
2022-11-25,98.24,98.64,97.4,97.46,96.6611,9701400,2022,11,25,Friday,1.24
2022-11-28,97.04,97.58,95.61,96.05,95.2627,26237500,2022,11,28,Monday,1.97
2022-11-29,95.73,96.12,94.11,95.19,94.4097,20061700,2022,11,29,Tuesday,2.01
2022-11-30,94.82,101.04,94.42,100.99,100.1622,43647500,2022,11,30,Wednesday,6.62
2022-12-01,101.02,102.25,100.25,100.99,100.1622,28687100,2022,12,1,Thursday,2.0
2022-12-02,99.05,100.77,98.9,100.44,99.6167,21480700,2022,12,2,Friday,1.87
2022-12-05,99.4,101.38,99.0,99.48,98.6645,24405100,2022,12,5,Monday,2.38
2022-12-06,99.3,99.78,96.42,96.98,96.185,24910700,2022,12,6,Tuesday,3.36
2022-12-07,96.41,96.88,94.72,94.94,94.1618,31045400,2022,12,7,Wednesday,2.16
2022-12-08,95.38,95.58,93.45,93.71,92.9418,32213300,2022,12,8,Thursday,2.13
2022-12-09,93.77,94.26,92.75,92.83,92.069,28225400,2022,12,9,Friday,1.51
2022-12-12,92.71,93.56,91.61,93.31,92.5451,29420000,2022,12,12,Monday,1.95
2022-12-13,97.76,99.53,95.03,95.63,94.8461,40593700,2022,12,13,Tuesday,4.5
2022-12-14,95.2,96.87,93.6,95.07,94.2907,28733600,2022,12,14,Wednesday,3.27
2022-12-15,93.13,93.64,90.01,90.86,90.1152,40107000,2022,12,15,Thursday,3.63
2022-12-16,90.76,91.33,89.52,90.26,89.5201,58011800,2022,12,16,Friday,1.81
2022-12-19,90.26,90.56,88.21,88.44,87.715,29493000,2022,12,19,Monday,2.35
2022-12-20,88.11,89.18,87.44,89.02,88.2903,23453800,2022,12,20,Tuesday,1.74
2022-12-21,89.08,90.22,88.32,89.58,88.8457,24745600,2022,12,21,Wednesday,1.9
2022-12-22,88.16,88.54,86.32,87.76,87.0406,27658300,2022,12,22,Thursday,2.22
2022-12-23,87.11,89.55,87.07,89.23,88.4986,23003000,2022,12,23,Friday,2.48
2022-12-27,88.8,88.94,87.01,87.39,86.6736,20097300,2022,12,27,Tuesday,1.93
2022-12-28,86.98,88.04,85.94,86.02,85.3149,19523200,2022,12,28,Wednesday,2.1
2022-12-29,86.62,88.85,86.61,88.45,87.725,23333500,2022,12,29,Thursday,2.24
2022-12-30,86.98,88.3,86.57,88.23,87.5068,23986300,2022,12,30,Friday,1.73
2023-01-03,89.59,91.05,88.52,89.12,88.3895,28131200,2023,1,3,Tuesday,2.53
2023-01-04,90.35,90.65,87.27,88.08,87.358,34854800,2023,1,4,Wednesday,3.38
2023-01-05,87.47,87.57,85.9,86.2,85.4934,27194400,2023,1,5,Thursday,1.67
2023-01-06,86.79,87.69,84.86,87.34,86.6241,41381500,2023,1,6,Friday,2.83
2023-01-09,88.36,90.05,87.86,88.02,87.2985,29003900,2023,1,9,Monday,2.19
2023-01-10,85.98,88.67,85.83,88.42,87.6952,30467800,2023,1,10,Tuesday,2.84
2023-01-11,89.18,91.6,89.01,91.52,90.7698,26862000,2023,1,11,Wednesday,2.59
2023-01-12,91.48,91.87,89.75,91.13,90.383,30258100,2023,1,12,Thursday,2.12
2023-01-13,90.85,92.19,90.13,92.12,91.3649,26329200,2023,1,13,Friday,2.06
2023-01-17,92.06,92.25,90.05,91.29,90.5417,32602400,2023,1,17,Tuesday,2.2
2023-01-18,92.14,92.8,90.64,91.12,90.3731,29116700,2023,1,18,Wednesday,2.16
2023-01-19,90.72,93.61,90.63,93.05,92.2873,37000400,2023,1,19,Thursday,2.98
2023-01-20,95.1,98.3,95.02,98.02,97.2165,63191100,2023,1,20,Friday,3.28
2023-01-23,97.95,100.04,97.5,99.79,98.972,40005100,2023,1,23,Monday,2.54
2023-01-24,98.1,99.61,97.2,97.7,96.8991,33078500,2023,1,24,Tuesday,2.41
2023-01-25,95.57,96.16,93.76,95.22,94.4395,42330000,2023,1,25,Wednesday,2.4
2023-01-26,96.5,97.57,95.38,97.52,96.7206,30114000,2023,1,26,Thursday,2.19
2023-01-27,97.31,100.32,97.31,99.37,98.5554,33879800,2023,1,27,Friday,3.01
2023-01-30,97.48,98.29,96.4,96.94,96.1454,27226200,2023,1,30,Monday,1.89
2023-01-31,96.87,98.88,96.82,98.84,98.0298,29870700,2023,1,31,Tuesday,2.06
